Product,Category,Date,Month,Hour,Department,ip,url,Product,Category,Date,Month,Hour,Department,ip
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:07,Sep,7,apparel ,139.109.118.7,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:07,Sep,7,apparel ,139.109.118.7
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 7:07,Sep,7,footwear ,10.233.10.124,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S,Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 7:07,Sep,7,footwear ,10.233.10.124
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:07,Sep,7,footwear ,136.108.56.242,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack/add_to_cart,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:07,Sep,7,footwear ,136.108.56.242
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:07,Sep,7,footwear ,116.234.83.212,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:07,Sep,7,footwear ,116.234.83.212
Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:09,Sep,7,fan shop ,206.115.13.152,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak,Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:09,Sep,7,fan shop ,206.115.13.152
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 7:10,Sep,7,fitness ,51.131.22.105,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr,Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 7:10,Sep,7,fitness ,51.131.22.105
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:10,Sep,7,fan shop ,108.167.119.184,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:10,Sep,7,fan shop ,108.167.119.184
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:10,Sep,7,footwear ,10.233.10.124,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:10,Sep,7,footwear ,10.233.10.124
LIJA Women's Eyelet Sleeveless Golf Polo,golf shoes,9/1/2017 7:10,Sep,7,outdoors ,79.59.101.63,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Eyelet%20Sleeveless%20Golf%20Polo,LIJA Women's Eyelet Sleeveless Golf Polo,golf shoes,9/1/2017 7:10,Sep,7,outdoors ,79.59.101.63
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:10,Sep,7,fitness ,139.109.118.7,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:10,Sep,7,fitness ,139.109.118.7
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:10,Sep,7,fan shop ,51.131.22.105,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:10,Sep,7,fan shop ,51.131.22.105
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:11,Sep,7,fitness ,139.109.118.7,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:11,Sep,7,fitness ,139.109.118.7
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 7:12,Sep,7,footwear ,128.71.105.141,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S/add_to_cart,Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 7:12,Sep,7,footwear ,128.71.105.141
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:12,Sep,7,apparel ,199.29.141.252,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:12,Sep,7,apparel ,199.29.141.252
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 7:12,Sep,7,outdoors ,33.247.17.92,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter,MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 7:12,Sep,7,outdoors ,33.247.17.92
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:12,Sep,7,apparel ,57.209.125.46,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:12,Sep,7,apparel ,57.209.125.46
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:13,Sep,7,fan shop ,199.29.141.252,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress/add_to_cart,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:13,Sep,7,fan shop ,199.29.141.252
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:14,Sep,7,fan shop ,51.131.22.105,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress/add_to_cart,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:14,Sep,7,fan shop ,51.131.22.105
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 7:14,Sep,7,outdoors ,95.224.113.89,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom,Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 7:14,Sep,7,outdoors ,95.224.113.89
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:14,Sep,7,footwear ,186.82.23.71,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:14,Sep,7,footwear ,186.82.23.71
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:15,Sep,7,footwear ,166.251.98.174,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:15,Sep,7,footwear ,166.251.98.174
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:15,Sep,7,footwear ,199.29.141.252,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:15,Sep,7,footwear ,199.29.141.252
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:15,Sep,7,footwear ,47.132.201.37,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:15,Sep,7,footwear ,47.132.201.37
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:16,Sep,7,golf ,149.80.45.147,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:16,Sep,7,golf ,149.80.45.147
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:17,Sep,7,fitness ,168.185.213.44,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:17,Sep,7,fitness ,168.185.213.44
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:17,Sep,7,apparel ,47.132.201.37,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:17,Sep,7,apparel ,47.132.201.37
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:17,Sep,7,golf ,47.132.201.37,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc,adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:17,Sep,7,golf ,47.132.201.37
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:17,Sep,7,footwear ,210.138.158.124,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:17,Sep,7,footwear ,210.138.158.124
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:17,Sep,7,fan shop ,128.71.105.141,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:17,Sep,7,fan shop ,128.71.105.141
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:18,Sep,7,fitness ,57.209.125.46,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:18,Sep,7,fitness ,57.209.125.46
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:18,Sep,7,fan shop ,51.131.22.105,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:18,Sep,7,fan shop ,51.131.22.105
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:18,Sep,7,fan shop ,168.185.213.44,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:18,Sep,7,fan shop ,168.185.213.44
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:18,Sep,7,fan shop ,199.29.141.252,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:18,Sep,7,fan shop ,199.29.141.252
Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:18,Sep,7,fan shop ,215.143.180.0,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak,Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:18,Sep,7,fan shop ,215.143.180.0
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:19,Sep,7,footwear ,168.185.213.44,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:19,Sep,7,footwear ,168.185.213.44
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:19,Sep,7,fitness ,95.224.113.89,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:19,Sep,7,fitness ,95.224.113.89
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:20,Sep,7,fan shop ,33.247.17.92,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:20,Sep,7,fan shop ,33.247.17.92
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:20,Sep,7,fitness ,154.37.72.59,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:20,Sep,7,fitness ,154.37.72.59
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:20,Sep,7,fan shop ,215.143.180.0,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:20,Sep,7,fan shop ,215.143.180.0
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:20,Sep,7,fitness ,199.29.141.252,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide/add_to_cart,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:20,Sep,7,fitness ,199.29.141.252
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:21,Sep,7,footwear ,210.138.158.124,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:21,Sep,7,footwear ,210.138.158.124
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:21,Sep,7,golf ,168.185.213.44,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:21,Sep,7,golf ,168.185.213.44
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:21,Sep,7,footwear ,154.16.187.28,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:21,Sep,7,footwear ,154.16.187.28
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:22,Sep,7,outdoors ,190.134.131.64,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel/add_to_cart,Glove It Imperial Golf Towel,trade-in,9/1/2017 7:22,Sep,7,outdoors ,190.134.131.64
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:22,Sep,7,fan shop ,33.247.17.92,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:22,Sep,7,fan shop ,33.247.17.92
LIJA Women's Button Golf Dress,golf shoes,9/1/2017 7:22,Sep,7,outdoors ,51.131.22.105,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Button%20Golf%20Dress,LIJA Women's Button Golf Dress,golf shoes,9/1/2017 7:22,Sep,7,outdoors ,51.131.22.105
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:22,Sep,7,fan shop ,149.80.45.147,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:22,Sep,7,fan shop ,149.80.45.147
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:23,Sep,7,fan shop ,149.80.45.147,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:23,Sep,7,fan shop ,149.80.45.147
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:23,Sep,7,outdoors ,154.37.72.59,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588/add_to_cart,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:23,Sep,7,outdoors ,154.37.72.59
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:24,Sep,7,fan shop ,210.138.158.124,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:24,Sep,7,fan shop ,210.138.158.124
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:24,Sep,7,apparel ,168.185.213.44,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:24,Sep,7,apparel ,168.185.213.44
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:24,Sep,7,golf ,95.224.113.89,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:24,Sep,7,golf ,95.224.113.89
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:25,Sep,7,fan shop ,208.81.249.185,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:25,Sep,7,fan shop ,208.81.249.185
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 7:25,Sep,7,footwear ,76.194.28.175,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S,Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 7:25,Sep,7,footwear ,76.194.28.175
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:26,Sep,7,footwear ,208.81.249.185,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:26,Sep,7,footwear ,208.81.249.185
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:26,Sep,7,fitness ,188.145.164.234,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide/add_to_cart,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:26,Sep,7,fitness ,188.145.164.234
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:26,Sep,7,footwear ,148.228.220.24,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:26,Sep,7,footwear ,148.228.220.24
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:26,Sep,7,fan shop ,53.120.136.227,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:26,Sep,7,fan shop ,53.120.136.227
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 7:27,Sep,7,fitness ,171.218.47.35,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr,Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 7:27,Sep,7,fitness ,171.218.47.35
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:27,Sep,7,apparel ,188.145.164.234,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:27,Sep,7,apparel ,188.145.164.234
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:27,Sep,7,fan shop ,53.120.136.227,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:27,Sep,7,fan shop ,53.120.136.227
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:27,Sep,7,apparel ,208.81.249.185,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:27,Sep,7,apparel ,208.81.249.185
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:28,Sep,7,golf ,95.224.113.89,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc,adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:28,Sep,7,golf ,95.224.113.89
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:28,Sep,7,fan shop ,102.243.86.248,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:28,Sep,7,fan shop ,102.243.86.248
Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:28,Sep,7,fan shop ,195.138.67.109,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak,Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:28,Sep,7,fan shop ,195.138.67.109
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:29,Sep,7,fan shop ,194.78.95.39,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:29,Sep,7,fan shop ,194.78.95.39
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:29,Sep,7,fan shop ,208.81.249.185,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:29,Sep,7,fan shop ,208.81.249.185
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:29,Sep,7,apparel ,217.154.105.170,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:29,Sep,7,apparel ,217.154.105.170
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:30,Sep,7,fitness ,52.162.102.240,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:30,Sep,7,fitness ,52.162.102.240
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:30,Sep,7,fan shop ,128.71.105.141,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:30,Sep,7,fan shop ,128.71.105.141
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:30,Sep,7,apparel ,211.122.14.29,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:30,Sep,7,apparel ,211.122.14.29
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:31,Sep,7,fan shop ,52.162.102.240,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:31,Sep,7,fan shop ,52.162.102.240
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:31,Sep,7,footwear ,188.145.164.234,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:31,Sep,7,footwear ,188.145.164.234
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:31,Sep,7,fitness ,208.81.249.185,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:31,Sep,7,fitness ,208.81.249.185
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:32,Sep,7,fan shop ,58.20.180.169,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:32,Sep,7,fan shop ,58.20.180.169
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:33,Sep,7,fitness ,188.145.164.234,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:33,Sep,7,fitness ,188.145.164.234
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:33,Sep,7,footwear ,128.71.105.141,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe/add_to_cart,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:33,Sep,7,footwear ,128.71.105.141
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:34,Sep,7,footwear ,188.145.164.234,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:34,Sep,7,footwear ,188.145.164.234
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:34,Sep,7,fan shop ,194.78.95.39,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress/add_to_cart,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 7:34,Sep,7,fan shop ,194.78.95.39
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 7:34,Sep,7,footwear ,52.162.102.240,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe/add_to_cart,Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 7:34,Sep,7,footwear ,52.162.102.240
Merrell Men's All Out Flash Trail Running Sho,men's golf clubs,9/1/2017 7:34,Sep,7,outdoors ,195.138.67.109,/department/outdoors/category/men's%20golf%20clubs/product/Merrell%20Men's%20All%20Out%20Flash%20Trail%20Running%20Sho/add_to_cart,Merrell Men's All Out Flash Trail Running Sho,men's golf clubs,9/1/2017 7:34,Sep,7,outdoors ,195.138.67.109
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:34,Sep,7,apparel ,188.145.164.234,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:34,Sep,7,apparel ,188.145.164.234
